Id,SalePrice
1461,115036.9692439602
1462,154758.15544007983
1463,188078.59495588337
1464,188606.68973363345
1465,216151.02521056242
1466,169825.9950194373
1467,167412.7400914049
1468,166294.65565582362
1469,181217.94880415473
1470,128561.63606980952
1471,184080.63892964806
1472,95754.79405808417
1473,102468.10436683652
1474,142626.11580871348
1475,119480.02162294116
1476,351263.94920306327
1477,281663.4185213661
1478,278221.0966796259
1479,289559.13468131644
1480,513229.06065353006
1481,349644.2395256503
1482,219681.11673778368
1483,172515.74238104487
1484,169086.8329102245
1485,190517.75669674014
1486,197900.00974207194
1487,336752.00050650025
1488,238749.60432724605
1489,206640.7210850727
1490,247680.79357264368
1491,205022.0561034047
1492,80224.70663276402
1493,168697.45847295958
1494,283268.51322831924
1495,275404.549116294
1496,238887.18621287422
1497,167602.55820116267
1498,180925.93874491556
1499,157605.30273320625
1500,157953.94098136545
1501,196906.4845656246
1502,140083.55516480663
1503,305243.0513874161
1504,235855.14845507088
1505,226114.95898001813
1506,191173.74165069402
1507,268353.7347199847
1508,206841.21152485485
1509,150510.5376572437
1510,154386.85090802776
1511,160430.55262875854
1512,176612.96447307986
1513,130158.06572369853
1514,166969.07474851605
1515,214720.6455424518
1516,147434.4989028966
1517,176516.60209799025
1518,105663.94703137866
1519,215904.61426058676
1520,133867.6904085826
1521,143321.97922895037
1522,183483.9543751535
1523,107728.61448940841
1524,124510.8524041315
1525,114350.87546878951
1526,121084.3547990316
1527,106116.77981487452
1528,125435.4953396215
1529,159399.24622584018
1530,199352.34424605916
1531,135549.7284158626
1532,93438.0765707742
1533,156268.5363931673
1534,88319.92851023408
1535,158566.38446327302
1536,98428.88249773977
1537,69264.17774859536
1538,148076.6788378013
1539,192322.92214773098
1540,98071.98910244141
1541,130850.7712790528
1542,145505.86897653269
1543,220144.90155896006
1544,91077.65585968926
1545,127962.86960543168
1546,128004.2018813696
1547,147119.2782078079
1548,143507.07548089288
1549,137153.0489576037
1550,135173.27498360092
1551,101727.41413741882
1552,136555.35366480603
1553,151578.02291293972
1554,101813.03279027887
1555,173283.16605194806
1556,81843.18085086174
1557,108920.70341986965
1558,104195.36476834532
1559,52760.71331257373
1560,125064.70203155206
1561,139743.62393754433
1562,136445.3350213144
1563,134064.48489686567
1564,163232.4865809839
1565,148779.74369203273
1566,242787.522051641
1567,73322.79489670758
1568,241304.49467215073
1569,133065.8719870372
1570,111072.60413556744
1571,136814.50951728318
1572,151420.95603877626
1573,246239.4394710528
1574,126344.71992773708
1575,226963.9327403029
1576,245579.51035182734
1577,179092.12896401485
1578,115372.20868406745
1579,158462.2166789068
1580,188049.60650583022
1581,155794.3361324348
1582,124612.57613227537
1583,325110.2808294083
1584,214350.5964045146
1585,146199.03385701336
1586,28671.284328977374
1587,92726.7727704976
1588,156644.85747640635
1589,104408.16206549239
1590,124240.58911215918
1591,106260.85424846772
1592,134522.08297560574
1593,107006.01384559576
1594,121641.72805158896
1595,113334.573950213
1596,236808.23059620938
1597,184663.32689600045
1598,215406.90851227232
1599,184527.70490856978
1600,171280.52025737872
1601,88539.57168446734
1602,131383.58459305167
1603,3586.474520254109
1604,283742.5446661656
1605,239400.5738621792
1606,154112.64092824873
1607,158411.61979601957
1608,216932.08707082717
1609,188649.03200842845
1610,180441.28861990143
1611,134594.8906108752
1612,174463.65391025573
1613,160916.18451936185
1614,121864.04404195526
1615,86120.52171562868
1616,74530.60654511995
1617,84396.15853354317
1618,133504.28404446616
1619,147360.03568236716
1620,201380.99368337568
1621,141537.2632321663
1622,141879.25153643996
1623,260151.873398511
1624,228290.3814010539
1625,114399.22553213435
1626,165865.2060852624
1627,193013.98764945273
1628,266754.34174373373
1629,179537.58823833268
1630,408802.46614738717
1631,247966.29430842734
1632,262225.7385715499
1633,170153.46109771673
1634,186248.9721591619
1635,176953.92235579676
1636,137666.28037735657
1637,210077.6892840663
1638,190407.62511111944
1639,181099.7664338371
1640,258777.6594549093
1641,187357.0775253322
1642,242726.16279291324
1643,227692.1142003143
1644,214094.92898271754
1645,233533.25733028268
1646,148216.05080716053
1647,146320.76450288575
1648,123532.27455599286
1649,134602.32426895082
1650,116504.25962200551
1651,123415.81649643258
1652,102899.0917205413
1653,98921.7702800461
1654,147154.28850219204
1655,138896.17833100114
1656,142791.79348303305
1657,156332.25288737493
1658,152306.84022089676
1659,139408.92742678983
1660,157876.2150700109
1661,439470.5233996352
1662,373950.22392388224
1663,367611.5946517892
1664,515797.788838967
1665,292035.507298855
1666,332915.1150992862
1667,372977.2489041367
1668,330799.7985294614
1669,290472.778226426
1670,322457.0604954924
1671,299898.4218323617
1672,448061.5639742804
1673,315939.2437905178
1674,276675.2689906078
1675,227638.7392476561
1676,224621.6325633533
1677,236326.03607520767
1678,488477.072515331
1679,397170.1163122916
1680,300599.88320341636
1681,223520.23241527568
1682,322266.60318784195
1683,210179.38398672055
1684,177301.53183179392
1685,181146.73962014462
1686,165795.48431582202
1687,174468.97878982607
1688,195183.66461524708
1689,192942.07938157427
1690,198048.3743316975
1691,189790.57847381147
1692,238583.29972075621
1693,178824.66994663348
1694,185917.534185503
1695,164964.05773376775
1696,292162.1186285805
1697,169843.22384531717
1698,348670.41190489475
1699,325609.2759716079
1700,255343.87495229693
1701,250544.93569734183
1702,257969.45300287244
1703,235856.48476815372
1704,287702.2406728318
1705,229152.4754199681
1706,408933.40091653296
1707,212172.0909949733
1708,204759.58349395203
1709,272130.5476840845
1710,217327.56780329972
1711,275642.2886743818
1712,266049.41934631683
1713,273653.59445928584
1714,215649.20248289962
1715,210612.4204172363
1716,179348.17078873908
1717,167229.80188972357
1718,146031.04647305905
1719,223631.55764975617
1720,228001.80971258305
1721,152639.48338772013
1722,127274.0289968985
1723,151599.47571054028
1724,220578.52470145255
1725,235014.5164939106
1726,180184.15594317226
1727,134391.41775817203
1728,161393.11317844357
1729,165493.89520759182
1730,148350.2964672195
1731,120313.55295789812
1732,125685.13691963619
1733,115162.25378598337
1734,111986.03639303203
1735,103374.59922042047
1736,104487.33604876549
1737,344044.62597351766
1738,244211.16784425857
1739,288242.29412480886
1740,242799.82535559204
1741,203923.74046567138
1742,178003.34317348103
1743,178102.9655408745
1744,314592.22710287396
1745,239756.88668336745
1746,190948.77619958876
1747,210716.9549974371
1748,227850.97267795386
1749,140380.25992401104
1750,127593.56715880567
1751,243643.03615060318
1752,121756.0766891576
1753,156514.93508704065
1754,204377.29009325002
1755,159824.90513773408
1756,152643.74442964257
1757,127511.09569647766
1758,159758.96867603797
1759,150745.13481248307
1760,154800.86841332092
1761,158411.08063543757
1762,170334.4654728915
1763,176346.58982843344
1764,109117.86160448453
1765,186729.54262030483
1766,193427.046689046
1767,231919.83034394865
1768,141812.51734846632
1769,150870.85802577544
1770,150649.64510103138
1771,119255.81712659227
1772,133327.0433345504
1773,120064.90139695123
1774,169771.8637391305
1775,136203.70904221112
1776,140166.69983488062
1777,97886.31544402771
1778,148262.44772246006
1779,143624.07954250337
1780,175210.87844226768
1781,117573.54459405807
1782,102183.06173948542
1783,138771.56139334023
1784,131374.93469345896
1785,110550.80568753346
1786,119068.96937275722
1787,153727.97748761397
1788,72945.85560791913
1789,92916.8458714193
1790,81514.58603922246
1791,215398.00726149694
1792,158707.5111461003
1793,122938.55443134945
1794,159293.11180211257
1795,134761.234853243
1796,139656.71879400677
1797,132862.3321987547
1798,113604.78995742538
1799,123230.7100597366
1800,133210.08678203137
1801,125908.94403051588
1802,133582.75873335317
1803,150621.91429212427
1804,138755.83603950607
1805,128559.42642430763
1806,117711.05627507923
1807,129228.01753508911
1808,119458.93129728077
1809,126578.83447649682
1810,144892.9578276478
1811,75451.93718892586
1812,97966.69546592841
1813,126075.65578231926
1814,83836.30734857067
1815,33836.9415461607
1816,90073.64807178616
1817,120273.38625129298
1818,151526.13061357927
1819,129421.37931510841
1820,32423.946543231315
1821,113653.51169844336
1822,150753.48859731233
1823,21275.914746752955
1824,124194.82752016876
1825,159147.6329739345
1826,130587.50960900547
1827,101785.57669631398
1828,142662.98801959155
1829,76264.434030061
1830,138325.21748305028
1831,148484.22669095776
1832,68691.89312187984
1833,140133.24525435246
1834,112488.17782490392
1835,133935.3893718378
1836,122707.78616558455
1837,102159.30185906304
1838,117550.54612516286
1839,107633.80913150159
1840,168026.54351581782
1841,147882.61018663194
1842,84526.88879190278
1843,141711.37548015505
1844,140461.47400789242
1845,142314.67572711626
1846,154737.1813140598
1847,175253.2048739885
1848,42993.3651588232
1849,120652.85352272325
1850,110733.08302373576
1851,159728.96769510672
1852,102115.71381260091
1853,125346.9223624981
1854,159316.49553805412
1855,158948.25618340846
1856,228124.35609249465
1857,134712.87383436185
1858,119581.60971159866
1859,109927.21797037573
1860,148731.25977864538
1861,110055.95008771494
1862,300831.806364637
1863,287989.4236407799
1864,288008.5044558912
1865,336537.13847033307
1866,290568.4117791145
1867,225324.6640168299
1868,287895.63361416594
1869,206442.3518891457
1870,228525.05633128862
1871,242932.77382087687
1872,184147.12483161784
1873,256408.16182440487
1874,142920.2859876932
1875,189822.2598405193
1876,201556.94325436602
1877,205640.82025265225
1878,192289.22084594992
1879,145308.9280912144
1880,134404.26580557736
1881,296193.229622302
1882,228997.9258793492
1883,179439.72043006597
1884,192143.40785211642
1885,207155.91987982122
1886,264045.6640725067
1887,216805.06372733353
1888,274328.1610089772
1889,180082.8795516724
1890,92625.48975859545
1891,102960.95244562149
1892,106169.0696608035
1893,127371.81520226016
1894,112298.37439459772
1895,141854.16687172983
1896,121576.01506056852
1897,143435.4691998306
1898,115010.6015221694
1899,145833.35829425315
1900,183328.5200270296
1901,168400.6461849971
1902,192035.03813074194
1903,211783.6313055576
1904,134708.92859206177
1905,205487.42133326762
1906,156129.64841718398
1907,251468.69019413317
1908,112784.74815551238
1909,135495.8973782522
1910,123144.73114397418
1911,232426.2500466122
1912,316829.6744830436
1913,140349.80118457155
1914,52069.45311093205
1915,304836.83505966363
1916,22256.923299317452
1917,254691.14499240884
1918,132573.5817540087
1919,163566.01336929805
1920,164083.30993426897
1921,366709.01711457735
1922,303423.99312225706
1923,233458.33865602684
1924,251080.68684826305
1925,202117.53828295958
1926,365956.2448478646
1927,135256.1293439039
1928,155651.77022900598
1929,136523.52170666037
1930,133921.90452794038
1931,137698.5696267505
1932,144712.06100052324
1933,199338.18505789546
1934,185987.71579320743
1935,175259.64764911067
1936,199893.52752501777
1937,172909.3251152044
1938,167417.21969693727
1939,263194.93215515895
1940,209746.49239269402
1941,165358.22103380514
1942,163609.12898538876
1943,231191.49447257628
1944,358247.01252023934
1945,374148.8764380807
1946,131344.12316785523
1947,287146.2773505839
1948,149528.01108563217
1949,235040.6653549722
1950,188626.54639250142
1951,274319.81773323147
1952,219830.37384776256
1953,185225.75176551045
1954,178875.21950414233
1955,142194.59527896295
1956,360211.80335244234
1957,150278.83561362253
1958,268931.19018850813
1959,131607.71946266267
1960,111505.47480894692
1961,119907.56658071821
1962,95204.03816825597
1963,113263.7686265696
1964,109640.58351524774
1965,135924.7120718597
1966,142283.12781866363
1967,323673.7125825471
1968,441222.8457659228
1969,362663.9698071672
1970,418762.3242624622
1971,446074.3717989605
1972,385585.33302553324
1973,292068.23940926837
1974,331079.05659268354
1975,238674.67906852686
1976,301196.2382733936
1977,386111.348811817
1978,378168.44037192035
1979,317799.01335720683
1980,216836.25480655322
1981,330722.1694828329
1982,226839.09573123968
1983,200131.5876793959
1984,181419.07014392075
1985,231883.5893695825
1986,213012.44890657524
1987,200242.6722998173
1988,177539.50137926175
1989,192750.92239303133
1990,205998.51709490942
1991,244968.58678485578
1992,224762.60053676603
1993,167732.6394763842
1994,231441.14191690853
1995,187958.8220540282
1996,264276.186577415
1997,271535.0492617341
1998,340646.600190646
1999,261293.0143347165
2000,309213.4105062762
2001,276004.11881233065
2002,243523.2220965262
2003,270515.97313484014
2004,297760.3861909907
2005,198894.03470988406
2006,209667.6978557723
2007,257041.2855469087
2008,250446.93016051626
2009,200669.61937493182
2010,200134.85456004346
2011,132696.8206007764
2012,175208.70293967353
2013,176894.58538994667
2014,181947.33287147988
2015,218982.1787623806
2016,194731.72948802784
2017,197460.9703622141
2018,106537.07413077183
2019,131116.509585006
2020,102461.9308130964
2021,102961.1416706171
2022,214100.65505038385
2023,130792.94532161776
2024,278419.85404257383
2025,350539.1273093923
2026,173092.2340872873
2027,163389.22823729276
2028,149062.87219884602
2029,173025.0061207939
2030,241858.22210110407
2031,210183.22374744728
2032,213107.34482852937
2033,226803.28356748915
2034,171057.32965438938
2035,238398.3037850278
2036,188629.32715851793
2037,203644.99930246247
2038,255582.1235356096
2039,228721.66308376598
2040,329698.87019973027
2041,272161.8278001648
2042,208814.74133256075
2043,175293.0982681058
2044,165455.5736688735
2045,208918.73390620676
2046,139239.29633677527
2047,137619.81214896563
2048,134783.61418793426
2049,125652.23655174288
2050,160105.65714966017
2051,105890.55987328858
2052,103908.86176083417
2053,141799.70596238738
2054,129243.24596340666
2055,148721.30535393464
2056,137691.8482536534
2057,109112.34494471736
2058,214291.2805731521
2059,142518.3921541235
2060,183760.95480447888
2061,159834.64929768146
2062,127745.8212987691
2063,117762.70294854706
2064,136257.57853904561
2065,119287.59984241155
2066,161467.37693984585
2067,125578.43313372787
2068,143597.73088192855
2069,89133.0247848403
2070,108246.18114217877
2071,119796.23577833729
2072,196417.43360720304
2073,121138.38438213416
2074,186731.64479356757
2075,143597.4627501904
2076,112324.36333526226
2077,174529.4548194727
2078,131845.98834064876
2079,109446.6095070458
2080,98747.08601349968
2081,113109.45506331616
2082,142603.34030913943
2083,142563.5271565308
2084,111839.58268346696
2085,109058.58825758411
2086,139262.0338996286
2087,122652.78490017506
2088,110486.93192918683
2089,78252.9053393392
2090,126243.49606866279
2091,97723.19158065727
2092,131088.94142700115
2093,124571.8867779648
2094,98545.48783664976
2095,140560.8252618897
2096,81070.60502356081
2097,79638.97674447353
2098,159456.2049658868
2099,73549.03546905096
2100,82773.00883698501
2101,94777.39189517254
2102,124917.70063731403
2103,103097.13997604424
2104,127604.93081932963
2105,129360.17414404935
2106,76625.92334852176
2107,201680.3007581318
2108,117504.76101046457
2109,119455.89853916276
2110,148642.25211262616
2111,161336.2979966946
2112,148974.9213982551
2113,128656.69705265446
2114,107382.30731070822
2115,167016.09683770407
2116,129712.89053575523
2117,144010.6197017412
2118,121394.06247163867
2119,112140.87184527086
2120,106718.58685952757
2121,423029.0638418874
2122,140606.9733819085
2123,56529.823057193804
2124,162631.47426253365
2125,132702.20739101653
2126,149818.3107502878
2127,-7644243.259502851
2128,123969.587799612
2129,46496.7512945435
2130,139814.81486365732
2131,133190.37161888217
2132,113880.79725723839
2133,119434.04401601388
2134,109693.44343776934
2135,80370.91666092217
2136,75197.01454808013
2137,102778.95571865488
2138,126394.67323696884
2139,144420.56204151807
2140,148706.99235439717
2141,146685.97404769927
2142,138851.60380436998
2143,150862.78717839628
2144,125047.62031831458
2145,137146.08838008676
2146,161651.16676865405
2147,151238.95442249242
2148,128710.98899582986
2149,151797.8199020985
2150,215263.21968423054
2151,120911.5810942071
2152,179862.80243495942
2153,196884.5849323876
2154,115372.13197742138
2155,138452.1194639343
2156,275252.08386626316
2157,236725.54464569464
2158,225957.51884329665
2159,209605.00317325493
2160,195543.6856446476
2161,244948.4555219301
2162,-151239.59085881757
2163,319794.740752805
2164,239482.37226885234
2165,187280.6370478463
2166,148483.16616380695
2167,215415.48491628104
2168,189114.80308124024
2169,191013.4779472913
2170,228825.1116920534
2171,142487.15506245827
2172,128050.33018441184
2173,173116.7664176134
2174,220570.53976749085
2175,286737.5326099155
2176,286960.5978081465
2177,233102.32818692733
2178,201878.67635340765
2179,127806.88523650492
2180,248128.88306591756
2181,189771.24341701434
2182,219024.5621462382
2183,180522.02862399016
2184,124418.69713306587
2185,121446.4241891662
2186,142661.03804319244
2187,137446.79535946876
2188,152504.87950382565
2189,342364.3212061119
2190,79474.72562981161
2191,63908.559478424286
2192,115394.46275382172
2193,109764.48876341127
2194,102543.51158973851
2195,80550.86072001405
2196,114725.06541573448
2197,110324.4608200517
2198,154488.82288050314
2199,190487.84630258128
2200,170514.6797980257
2201,131642.50443215392
2202,204340.08144627823
2203,137968.3612155982
2204,178628.73269169623
2205,133690.62891194638
2206,163244.99486773176
2207,216471.89040352203
2208,255401.65419014715
2209,275669.95880596887
2210,123872.87757836946
2211,104725.69397991069
2212,117478.27824323523
2213,103273.55018347295
2214,148326.3181951458
2215,103463.20342579394
2216,165346.62415258453
2217,63246.91855642115
2218,82290.16051376946
2219,56797.09404619018
2220,29403.08838927679
2221,303904.2548609476
2222,291634.62094989314
2223,302501.3598086949
2224,216890.07180913797
2225,121741.89003173861
2226,213222.26312256316
2227,194528.55913363773
2228,279147.47042324627
2229,262558.4676540566
2230,171319.53778034446
2231,241107.0228412041
2232,176846.8540467913
2233,184168.81349336248
2234,229489.3605873674
2235,220006.20975721613
2236,271294.8167533133
2237,337270.7013105983
2238,196480.8940396829
2239,107616.3039473457
2240,143535.4092406722
2241,167933.8554089665
2242,113886.75972101843
2243,117603.9385686625
2244,102158.78680483141
2245,112151.25935696653
2246,118754.08341368471
2247,93359.90448277141
2248,129814.3566947798
2249,123422.79581096943
2250,124410.3908739094
2251,115617.04508762358
2252,185038.46448175728
2253,167106.25731991327
2254,178208.24149158338
2255,193591.22382132473
2256,169612.3684111551
2257,199210.4586252954
2258,139286.92743630457
2259,169870.8064397016
2260,86695.04278342202
2261,216580.2737682455
2262,248928.32220961308
2263,384550.1560843856
2264,419945.5471650725
2265,158574.69692920134
2266,287439.7026472979
2267,419233.2610202895
2268,400482.8346289892
2269,136436.39727290062
2270,199802.86738526382
2271,212980.2841980305
2272,193677.0966104543
2273,147790.36211072755
2274,181637.57377882637
2275,182045.24618216793
2276,177253.29083833485
2277,180486.32095531138
2278,136001.64762263515
2279,115396.35176852226
2280,128578.25077599136
2281,159215.48359779787
2282,167913.27334323624
2283,100849.06889527879
2284,99416.82809116357
2285,166909.4856741848
2286,119694.35863846497
2287,343099.21391693084
2288,309475.2984794675
